x_center,weight,native_sin,native_cos,std_sin,std_cos
-1.599941962,3.067970276e-03,2.862393807e-01,4.443160837e+01,2.500040123e-01,4.676676581e-01
-1.596874000,3.067851067e-03,2.824007744e-01,1.011099573e+02,2.499939980e-01,4.682059798e-01
-1.593806039,3.067970276e-03,3.454804354e-01,5.540048858e+01,2.499849473e-01,4.683093850e-01
-1.590738077,3.067970276e-03,7.367809255e-01,1.102315130e+02,2.500517914e-01,4.681734989e-01
-1.587670115,3.067970276e-03,1.051790827e+00,1.341978713e+02,2.499447178e-01,4.487999113e-01
-1.584602154,3.067970276e-03,1.213337272e+00,2.134899735e+02,2.500751895e-01,2.541249020e-01
-1.581534192,3.067970276e-03,9.978315659e-01,1.532177718e+02,2.499064514e-01,2.542521743e-01
-1.578466231,3.067970276e-03,7.097315888e-01,1.445390279e+02,2.499544117e-01,2.614751530e-01
-1.575398269,3.067970276e-03,3.124876091e-01,1.986143286e+02,2.500268328e-01,2.813735994e-01
-1.572330308,3.067970276e-03,5.716826625e-01,6.343794243e+03,2.371358775e-01,3.651312319e-01
-1.569262346,3.067970276e-03,5.741664559e-01,2.313769135e+03,2.371334654e-01,3.491682011e-01
-1.566194384,3.067970276e-03,3.093944152e-01,1.755784767e+02,2.500280788e-01,2.818299369e-01
-1.563126423,3.067970276e-03,6.928637492e-01,9.325274713e+01,2.499588637e-01,2.614377943e-01
-1.560058461,3.067970276e-03,9.760088982e-01,5.337787162e+01,2.499047560e-01,2.544071204e-01
-1.556990500,3.067970276e-03,1.183669713e+00,8.104852605e+01,2.500693250e-01,2.541986400e-01
-1.553922538,3.067851067e-03,1.016013136e+00,5.998624964e+01,2.499464610e-01,4.480344120e-01
-1.550854577,3.067970276e-03,6.971738862e-01,4.380435920e+01,2.500531436e-01,4.685336831e-01
-1.547786615,3.067970276e-03,3.404759625e-01,3.352046663e+01,2.499853406e-01,4.684836474e-01
-1.544718653,3.067970276e-03,2.844311508e-01,4.121097304e+01,2.499732729e-01,4.688305438e-01
-1.541650692,3.067970276e-03,2.774061395e-01,3.211889007e+01,2.499940672e-01,4.682162288e-01
-1.538582730,3.067970276e-03,3.081289789e-01,2.323096506e+01,2.500327407e-01,3.487330715e-01
-1.535514769,3.067970276e-03,3.098100191e-01,1.506754989e+01,2.499890205e-01,3.207097811e-01
-1.532446807,3.067970276e-03,3.686767893e-01,1.337834048e+01,2.500332778e-01,3.204871641e-01
-1.529378846,3.067970276e-03,3.115942347e-01,1.967105504e+01,2.499824821e-01,3.204060900e-01
-1.526310884,3.067970276e-03,2.900877014e-01,2.412365175e+01,2.500040275e-01,3.206311736e-01
-1.523242922,3.067970276e-03,3.857692095e-01,1.680558586e+01,2.500323620e-01,3.199936390e-01
-1.520174961,3.067970276e-03,9.506399543e-01,1.604053347e+01,2.499926691e-01,3.200365233e-01
-1.517106999,3.067970276e-03,1.215101846e+00,1.257400012e+01,2.500180457e-01,3.200913407e-01
-1.514039038,3.067851067e-03,1.220033977e+00,1.355689446e+01,2.499479126e-01,3.197086170e-01
-1.510971076,3.067970276e-03,1.140497454e+00,2.138930535e+01,2.500459887e-01,3.192534483e-01
-1.507903114,3.067970276e-03,7.802659186e-01,2.423611831e+01,2.500098120e-01,2.876140079e-01
-1.504835153,3.067970276e-03,4.863579537e-01,2.240292025e+01,2.500201166e-01,2.672507906e-01
-1.501767191,3.067970276e-03,2.802203546e-01,1.929992942e+01,2.500153256e-01,2.673110452e-01
-1.498699230,3.067970276e-03,4.386838856e-01,8.784650531e+00,2.498843741e-01,2.672167946e-01
-1.495631268,3.067970276e-03,8.994512722e-01,8.957576592e+00,2.500205110e-01,2.670392163e-01
-1.492563307,3.067970276e-03,5.280723525e-01,9.355758682e+00,2.499977424e-01,2.671245424e-01
-1.489495345,3.067970276e-03,2.939822525e-01,1.139882263e+01,2.500302169e-01,2.668340063e-01
-1.486427383,3.067970276e-03,2.852751954e-01,8.245698350e+00,2.500198192e-01,2.669548737e-01
-1.483359422,3.067970276e-03,3.808878300e-01,6.592826508e+00,2.500187450e-01,2.666243858e-01
-1.480291460,3.067970276e-03,3.238552515e-01,9.823274198e+00,2.500106666e-01,2.667703462e-01
-1.477223499,3.067970276e-03,3.227441223e-01,1.288553109e+01,2.500373640e-01,2.666042726e-01
-1.474155537,3.067970276e-03,7.436076769e-01,9.450561529e+00,2.500660817e-01,2.663046232e-01
-1.471087576,3.067851067e-03,1.381596202e+00,1.292331363e+01,2.499833173e-01,2.663464921e-01
-1.468019614,3.067970276e-03,5.055637307e-01,8.632939549e+00,2.500523899e-01,2.662752608e-01
-1.464951652,3.067970276e-03,4.283860286e-01,1.034668366e+01,2.500611067e-01,2.664192584e-01
-1.461883691,3.067970276e-03,8.952900218e-01,1.586322674e+01,2.500704307e-01,2.661517793e-01
-1.458815729,3.067970276e-03,1.306493436e+00,2.152453699e+01,2.501308029e-01,2.662043984e-01
-1.455747768,3.067970276e-03,1.238625553e+00,2.284730102e+01,2.500973510e-01,2.656542850e-01
-1.452679806,3.067970276e-03,8.684667558e-01,1.624327131e+01,2.501070071e-01,2.655380263e-01
-1.449611845,3.067970276e-03,4.062470738e-01,8.672822698e+00,2.501098420e-01,2.654685747e-01
-1.446543883,3.067970276e-03,4.221125581e-01,8.005901719e+00,2.501202994e-01,2.635794292e-01
-1.443475921,3.067970276e-03,9.055641213e-01,3.940307620e+00,2.501258171e-01,2.537787374e-01
-1.440407960,3.067970276e-03,1.372848635e+00,4.206997680e+00,2.501735061e-01,2.538293339e-01
-1.437339998,3.067970276e-03,1.597388668e+00,3.280529045e+00,2.501627090e-01,2.537167563e-01
-1.434272037,3.067970276e-03,1.409071993e+00,4.154859912e+00,2.502205551e-01,2.537243270e-01
-1.431204075,3.067970276e-03,1.184375847e+00,7.086250966e+00,2.501924982e-01,2.536161920e-01
-1.428136114,3.067851067e-03,7.529378867e-01,8.457463575e+00,2.501322640e-01,2.536053516e-01
-1.425068152,3.067970276e-03,3.991687845e-01,5.737832189e+00,2.502068526e-01,2.536859300e-01
-1.422000190,3.067970276e-03,6.296860670e-01,7.102733472e+00,2.502257156e-01,2.536047542e-01
-1.418932229,3.067970276e-03,9.031968236e-01,3.229870874e+00,2.502479665e-01,2.535013207e-01
-1.415864267,3.067970276e-03,9.150167812e-01,3.162026092e+00,2.502227782e-01,2.534512340e-01
-1.412796306,3.067970276e-03,8.435693030e-01,3.208124211e+00,2.503179636e-01,2.535214033e-01
-1.409728344,3.067970276e-03,5.682076082e-01,4.256349577e+00,2.502903395e-01,2.534147557e-01
-1.406660382,3.067970276e-03,4.563876289e-01,5.651818859e+00,2.503114969e-01,2.534372710e-01
-1.403592421,3.067970276e-03,3.798882966e-01,5.099503026e+00,2.504855041e-01,2.533029961e-01
-1.400524459,3.067970276e-03,4.560487257e-01,3.602977817e+00,2.503488362e-01,2.532831994e-01
-1.397456498,3.067970276e-03,1.399106931e+00,6.158945585e+00,2.504106762e-01,2.533023993e-01
-1.394388536,3.067970276e-03,1.461456046e+00,4.189385706e+00,2.504661961e-01,2.531678982e-01
-1.391320575,3.067970276e-03,1.236397584e+00,5.160101549e+00,2.505144714e-01,2.532256230e-01
-1.388252613,3.067851067e-03,9.578160962e-01,8.016308692e+00,2.505585839e-01,2.532028857e-01
-1.385184651,3.067970276e-03,5.226340198e-01,1.097462751e+01,2.505771801e-01,2.531332489e-01
-1.382116690,3.067970276e-03,3.488698886e-01,1.173220676e+01,2.505541778e-01,2.530677143e-01
-1.379048728,3.067970276e-03,3.020894437e-01,8.602873242e+00,2.506360161e-01,2.531672156e-01
-1.375980767,3.067970276e-03,3.251628664e-01,4.205514124e+00,2.507199436e-01,2.531162911e-01
-1.372912805,3.067970276e-03,1.158418977e+00,5.979919692e+00,2.506803054e-01,2.531438252e-01
-1.369844844,3.067970276e-03,1.254451486e+00,3.183006119e+00,2.504230730e-01,2.531297814e-01
-1.366776882,3.067970276e-03,1.032735934e+00,3.275573615e+00,2.508287002e-01,2.529056525e-01
-1.363708920,3.067970276e-03,7.540813080e-01,3.143415176e+00,2.508019754e-01,2.530481725e-01
-1.360640959,3.067970276e-03,3.874360775e-01,4.147734067e+00,2.509579763e-01,2.530500203e-01
-1.357572997,3.067970276e-03,3.078221617e-01,5.799578840e+00,2.509085542e-01,2.530170777e-01
-1.354505036,3.067970276e-03,3.316187474e-01,5.527363099e+00,2.508037133e-01,2.530577895e-01
-1.351437074,3.067970276e-03,3.253217484e-01,3.530156079e+00,2.510496889e-01,2.529288721e-01
-1.348369113,3.067970276e-03,4.328168600e-01,3.752228181e+00,2.510591512e-01,2.529866581e-01
-1.345301151,3.067851067e-03,3.259729745e-01,3.857248963e+00,2.511732363e-01,2.527059536e-01
-1.342233189,3.067970276e-03,3.200435889e-01,3.798919991e+00,2.512509453e-01,2.529331427e-01
-1.339165228,3.067970276e-03,3.148008330e-01,3.154177048e+00,2.512754521e-01,2.528403934e-01
-1.336097266,3.067970276e-03,3.299286071e-01,4.419988039e+00,2.513965456e-01,2.529170299e-01
-1.333029305,3.067970276e-03,3.797894804e-01,6.924877390e+00,2.514351418e-01,2.528441114e-01
-1.329961343,3.067970276e-03,7.122673084e-01,7.212823624e+00,2.514728618e-01,2.530633578e-01
-1.326893382,3.067970276e-03,1.618513183e+00,4.077893634e+00,2.515562534e-01,2.528665742e-01
-1.323825420,3.067970276e-03,6.773500386e-01,3.950018043e+00,2.515732813e-01,2.529492359e-01
-1.320757458,3.067970276e-03,1.422832829e+00,3.383281593e+00,2.512904411e-01,5.946405207e-01
-1.317689497,3.067970276e-03,1.668713812e+00,2.234554152e+00,2.511649839e-01,6.226774027e-01
-1.314621535,3.067970276e-03,1.609162298e+00,1.757603729e+00,2.508273548e-01,4.591929607e-01
-1.311553574,3.067970276e-03,1.142481241e+00,3.158967935e+00,2.508529892e-01,4.576178053e-01
-1.308485612,3.067970276e-03,6.939108039e-01,4.705946857e+00,2.508592395e-01,4.577973709e-01
-1.305417650,3.067970276e-03,3.490549787e-01,4.922661641e+00,2.508120286e-01,4.566125090e-01
-1.302349689,3.067851067e-03,3.682916758e-01,2.923370328e+00,2.508593120e-01,4.579277965e-01
-1.299281727,3.067970276e-03,1.266445328e+00,1.799781019e+00,2.508439967e-01,4.563804604e-01
-1.296213766,3.067970276e-03,1.648217472e+00,1.878065244e+00,2.507738296e-01,4.552457145e-01
-1.293145804,3.067970276e-03,1.585298602e+00,1.761766895e+00,2.508375225e-01,4.560230073e-01
-1.290077843,3.067970276e-03,1.357959155e+00,1.619982954e+00,2.507448731e-01,4.547472375e-01
-1.287009881,3.067970276e-03,8.712357843e-01,2.817300983e+00,2.508026572e-01,4.542633182e-01
-1.283941919,3.067970276e-03,5.907998796e-01,4.487962368e+00,2.507522282e-01,4.534632326e-01
-1.280873958,3.067970276e-03,4.382569401e-01,4.909877293e+00,2.508583840e-01,4.522336673e-01
-1.277805996,3.067970276e-03,5.519455396e-01,3.095573886e+00,2.506991638e-01,4.526519047e-01
-1.274738035,3.067970276e-03,7.174053112e-01,2.474977127e+00,2.507047556e-01,4.514980305e-01
-1.271670073,3.067970276e-03,1.556850022e+00,1.533426460e+00,2.506849613e-01,4.511306377e-01
-1.268602112,3.067970276e-03,1.883235080e+00,1.555049544e+00,2.506500010e-01,4.510968425e-01
-1.265534150,3.067970276e-03,1.901495100e+00,2.090512909e+00,2.504312342e-01,4.499471783e-01
-1.262466188,3.067851067e-03,1.538724269e+00,3.624845904e+00,2.506853804e-01,4.495807026e-01
-1.259398227,3.067970276e-03,1.229003632e+00,4.783765550e+00,2.506519776e-01,4.481941145e-01
-1.256330265,3.067970276e-03,9.038028493e-01,4.469756844e+00,2.506616520e-01,4.479008776e-01
-1.253262304,3.067970276e-03,8.541037889e-01,2.229672819e+00,2.506447860e-01,4.458847495e-01
-1.250194342,3.067970276e-03,1.260784976e+00,1.607836360e+00,2.506025005e-01,4.464183337e-01
-1.247126381,3.067970276e-03,1.221479118e+00,1.811217283e+00,2.507101336e-01,4.463361920e-01
-1.244058419,3.067970276e-03,8.563835430e-01,1.567001669e+00,2.505915168e-01,4.449096432e-01
-1.240990457,3.067970276e-03,5.682929626e-01,1.961540340e+00,2.506188978e-01,4.442620197e-01
-1.237922496,3.067970276e-03,3.756758896e-01,3.840884850e+00,2.506314216e-01,4.437306786e-01
-1.234854534,3.067970276e-03,3.849805725e-01,5.347542383e+00,2.506061189e-01,4.431045486e-01
-1.231786573,3.067970276e-03,5.954296429e-01,5.290692769e+00,2.511646653e-01,4.423455118e-01
-1.228718611,3.067970276e-03,1.523454369e+00,2.860302583e+00,2.506290074e-01,4.407802386e-01
-1.225650650,3.067970276e-03,4.570821338e-01,2.409306454e+00,2.506395611e-01,4.403085023e-01
-1.222582688,3.067970276e-03,5.966561433e-01,1.597154504e+00,2.506544142e-01,4.392748955e-01
-1.219514726,3.067851067e-03,5.163904930e-01,1.612208941e+00,2.506440812e-01,4.388729518e-01
-1.216446765,3.067970276e-03,4.148170912e-01,1.581086569e+00,2.513465281e-01,4.340348738e-01
-1.213378803,3.067970276e-03,3.742677989e-01,2.741170262e+00,2.515230392e-01,4.368939015e-01
-1.210310842,3.067970276e-03,3.764634140e-01,4.463009948e+00,2.514189329e-01,4.369801831e-01
-1.207242880,3.067970276e-03,4.633890416e-01,5.148209316e+00,2.517492471e-01,4.356693042e-01
-1.204174918,3.067970276e-03,1.194196047e+00,3.736031799e+00,2.516654327e-01,4.351131807e-01
-1.201106957,3.067970276e-03,8.478941213e-01,2.921534354e+00,2.516186492e-01,4.339333563e-01
-1.198038995,3.067970276e-03,1.665095570e+00,1.534263976e+00,2.516004260e-01,4.341774603e-01
-1.194971034,3.067970276e-03,1.906198287e+00,1.575296788e+00,2.517310076e-01,4.327986246e-01
-1.191903072,3.067970276e-03,1.821357976e+00,1.522237150e+00,2.516362515e-01,4.334697572e-01
-1.188835111,3.067970276e-03,1.382403623e+00,2.308850494e+00,2.516777675e-01,4.315304773e-01
-1.185767149,3.067970276e-03,1.054656700e+00,3.670490038e+00,2.517232269e-01,4.303072148e-01
-1.182699187,3.067970276e-03,8.113359541e-01,4.107637019e+00,2.518050144e-01,4.297734586e-01
-1.179631226,3.067970276e-03,9.550885105e-01,2.638614897e+00,2.519299579e-01,4.300033127e-01
-1.176563264,3.067851067e-03,1.655399617e+00,1.612772692e+00,2.519402950e-01,4.282028921e-01
-1.173495303,3.067970276e-03,1.765001316e+00,1.781641004e+00,2.520332042e-01,4.286778654e-01
-1.170427341,3.067970276e-03,1.445601956e+00,1.602819484e+00,2.520609201e-01,4.277272415e-01
-1.167359380,3.067970276e-03,1.022084565e+00,1.604999507e+00,2.520252013e-01,4.275205116e-01
-1.164291418,3.067970276e-03,5.534918872e-01,2.780435503e+00,2.522193696e-01,4.259929325e-01
-1.161223456,3.067970276e-03,4.433895490e-01,3.970628364e+00,2.522509515e-01,4.273575037e-01
-1.158155495,3.067970276e-03,5.187831034e-01,3.732902136e+00,2.524560547e-01,4.274354867e-01
-1.155087533,3.067970276e-03,1.164871345e+00,1.911067318e+00,2.522865420e-01,4.247115143e-01
-1.152019572,3.067970276e-03,1.200370238e+00,1.605314724e+00,2.524936466e-01,4.245034611e-01
-1.148951610,3.067970276e-03,1.989797312e+00,1.976846320e+00,2.524939354e-01,4.245968832e-01
-1.145883649,3.067970276e-03,2.145570526e+00,1.620256460e+00,2.527664379e-01,4.244180724e-01
-1.142815687,3.067970276e-03,2.001738218e+00,1.646597831e+00,2.529516471e-01,4.239105125e-01
-1.139747725,3.067970276e-03,1.546311102e+00,3.052178104e+00,2.531732230e-01,4.243368415e-01
-1.136679764,3.067970276e-03,1.265795242e+00,4.312966901e+00,2.531563790e-01,4.227740210e-01
-1.133611802,3.067851067e-03,1.148360380e+00,4.063101593e+00,2.534573037e-01,4.239048519e-01
-1.130543841,3.067970276e-03,1.537605875e+00,2.016836374e+00,2.536416423e-01,4.235623672e-01
-1.127475879,3.067970276e-03,1.091614796e+00,1.968945532e+00,2.535725071e-01,4.227502123e-01
-1.124407918,3.067970276e-03,1.468851958e+00,1.444771679e+00,2.538124834e-01,4.233682284e-01
-1.121339956,3.067970276e-03,1.346305517e+00,1.570478734e+00,2.537585055e-01,4.233414765e-01
-1.118271994,3.067970276e-03,1.065613152e+00,2.498071702e+00,2.541216315e-01,4.222936350e-01
-1.115204033,3.067970276e-03,6.727933564e-01,4.305853179e+00,2.541798680e-01,4.243652032e-01
-1.112136071,3.067970276e-03,5.980186174e-01,5.334754776e+00,2.545974054e-01,4.234663426e-01
-1.109068110,3.067970276e-03,7.829769765e-01,4.850938027e+00,2.544590882e-01,4.253327709e-01
-1.106000148,3.067970276e-03,1.661998521e+00,2.331780344e+00,2.548057193e-01,4.262802199e-01
-1.102932186,3.067970276e-03,5.606051082e-01,1.705067002e+00,2.549005168e-01,4.267571759e-01
-1.099864225,3.067970276e-03,6.655910944e-01,1.479286929e+00,2.552360904e-01,4.267486282e-01
-1.096796263,3.067970276e-03,5.281093189e-01,1.430890520e+00,2.554729013e-01,4.281828756e-01
-1.093728302,3.067851067e-03,4.361742588e-01,1.870586202e+00,2.555914251e-01,4.279632766e-01
-1.090660340,3.067970276e-03,4.734941332e-01,3.448219854e+00,2.558287321e-01,4.280885168e-01
-1.087592379,3.067970276e-03,4.555094937e-01,4.578476154e+00,2.565763141e-01,4.309888777e-01
-1.084524417,3.067970276e-03,6.413480162e-01,4.311584150e+00,2.566672358e-01,4.319269823e-01
-1.081456455,3.067970276e-03,1.912089630e+00,2.147560023e+00,2.569247975e-01,4.337835548e-01
-1.078388494,3.067970276e-03,8.374912541e-01,1.503920959e+00,2.572268831e-01,4.344356987e-01
-1.075320532,3.067970276e-03,1.415031509e+00,1.626042502e+00,2.579261933e-01,4.360932746e-01
-1.072252571,3.067970276e-03,1.444858671e+00,1.447373561e+00,2.596055391e-01,4.383939034e-01
-1.069184609,3.067970276e-03,1.222571257e+00,1.716733402e+00,3.560434116e-01,4.457077151e-01
-1.066116648,3.067970276e-03,8.126419307e-01,3.157084636e+00,3.574545016e-01,4.426433511e-01
-1.063048686,3.067970276e-03,6.919549981e-01,4.194268980e+00,3.615350101e-01,4.391507764e-01
-1.059980724,3.067970276e-03,8.264201675e-01,3.770162155e+00,3.623530699e-01,4.360937687e-01
-1.056912763,3.067970276e-03,1.634439429e+00,1.839537634e+00,3.646187408e-01,4.324627483e-01
-1.053844801,3.067970276e-03,1.813877000e+00,2.475571835e+00,3.691879281e-01,4.277852107e-01
-1.050776840,3.067851067e-03,1.867551952e+00,1.567505702e+00,3.692687717e-01,4.253035750e-01
-1.047708878,3.067970276e-03,1.437244568e+00,1.448558578e+00,3.932302641e-01,3.786316549e-01
-1.044640917,3.067970276e-03,9.162619548e-01,7.231834936e-01,3.746665453e-01,2.918642647e-01
-1.041572955,3.067970276e-03,5.197444521e-01,9.112381962e-01,3.754233368e-01,2.907653700e-01
-1.038504993,3.067970276e-03,4.767571510e-01,1.345224251e+00,3.787542596e-01,2.894162946e-01
-1.035437032,3.067970276e-03,6.408080257e-01,1.471633943e+00,3.810953113e-01,2.881568201e-01
-1.032369070,3.067970276e-03,1.700543607e+00,9.241963035e-01,3.843272839e-01,2.875088874e-01
-1.029301109,3.067970276e-03,9.576851403e-01,1.674551061e+00,3.898810768e-01,2.859991054e-01
-1.026233147,3.067970276e-03,2.039489565e+00,7.367821239e-01,3.891163511e-01,2.852420569e-01
-1.023165186,3.067970276e-03,2.343273373e+00,7.375189067e-01,3.918406535e-01,2.838124151e-01
-1.020097224,3.067970276e-03,2.141657837e+00,7.164634103e-01,3.936878747e-01,2.818596239e-01
-1.017029262,3.067970276e-03,1.499908656e+00,1.035023238e+00,3.970854217e-01,2.816366872e-01
-1.013961301,3.067970276e-03,9.402905240e-01,1.644869056e+00,3.984930937e-01,2.796441311e-01
-1.010893339,3.067970276e-03,6.040144758e-01,1.936672147e+00,4.025949602e-01,2.790590475e-01
-1.007825378,3.067851067e-03,6.483400403e-01,1.370951200e+00,4.045919102e-01,2.771101287e-01
-1.004757416,3.067970276e-03,8.669965807e-01,7.482568150e-01,4.078850899e-01,2.761404482e-01
-1.001689454,3.067970276e-03,1.618546159e+00,7.988278066e-01,4.106761884e-01,2.749393008e-01
-0.998621493,3.068029881e-03,1.760877142e+00,7.129671339e-01,4.128863831e-01,2.738149916e-01
-0.995553531,3.067970276e-03,1.582920812e+00,8.858547689e-01,4.156668799e-01,2.726517180e-01
-0.992485570,3.067970276e-03,1.160456678e+00,1.658519100e+00,4.168255680e-01,2.712517237e-01
-0.989417608,3.067970276e-03,1.008616760e+00,2.245372069e+00,4.210550144e-01,2.697290831e-01
-0.986349647,3.067910671e-03,1.182344476e+00,2.155699315e+00,4.232386086e-01,2.687777853e-01
-0.983281685,3.067970276e-03,2.091035002e+00,1.111772045e+00,4.259786112e-01,2.673290195e-01
-0.980213723,3.067970276e-03,2.394878193e+00,1.823414634e+00,4.285865193e-01,2.662256323e-01
-0.977145762,3.067970276e-03,2.460833285e+00,7.898326654e-01,4.310389004e-01,2.651183655e-01
-0.974077800,3.067970276e-03,1.944205417e+00,6.989679045e-01,4.340797931e-01,2.639302907e-01
-0.971009839,3.067970276e-03,1.245111150e+00,7.951617762e-01,4.368220403e-01,2.625855283e-01
-0.967941877,3.067910671e-03,6.185837518e-01,1.209351725e+00,4.386164183e-01,2.616647196e-01
-0.964873916,3.067970276e-03,5.038262232e-01,1.580612511e+00,4.441426050e-01,2.603468162e-01
-0.961805954,3.067970276e-03,5.464868807e-01,1.479746728e+00,4.434375181e-01,2.595046267e-01
-0.958737992,3.067970276e-03,1.259594858e+00,8.352034487e-01,4.467308738e-01,2.586613362e-01
-0.955670031,3.067970276e-03,1.813766448e+00,1.094833059e+00,4.495046429e-01,2.576653955e-01
-0.952602069,3.067970276e-03,2.138455285e+00,8.517213836e-01,4.503826330e-01,2.569203047e-01
-0.949534108,3.067970276e-03,1.841214353e+00,1.149055981e+00,4.544299411e-01,2.558926541e-01
-0.946466146,3.067910671e-03,1.327899857e+00,1.820175929e+00,4.552731791e-01,2.551093675e-01
-0.943398185,3.067970276e-03,7.691461561e-01,2.566109135e+00,4.587690861e-01,2.543367662e-01
-0.940330223,3.067970276e-03,6.260043382e-01,2.776584647e+00,4.625560287e-01,2.539599885e-01
-0.937262261,3.067970276e-03,8.182471038e-01,2.188112240e+00,4.635039502e-01,2.534177778e-01
-0.934194300,3.067970276e-03,1.930520242e+00,9.444530358e-01,4.655675724e-01,2.529614197e-01
-0.931126338,3.067970276e-03,1.624131750e+00,1.503778850e+00,4.681674652e-01,2.525144190e-01
-0.928058377,3.067970276e-03,2.763017880e+00,1.150079211e+00,4.706254906e-01,2.525397543e-01
-0.924990415,3.067910671e-03,2.942732458e+00,1.505122761e+00,4.729777280e-01,2.517950650e-01
-0.921922454,3.067970276e-03,2.575326498e+00,2.171831113e+00,4.744285380e-01,2.515262192e-01
-0.918854492,3.067970276e-03,1.761976832e+00,2.877833943e+00,4.774335470e-01,2.513863225e-01
-0.915786530,3.067970276e-03,1.062962121e+00,3.078124100e+00,4.778101802e-01,2.513285076e-01
-0.912718569,3.067970276e-03,6.781588618e-01,2.498953876e+00,4.802436002e-01,2.512569615e-01
-0.909650607,3.067970276e-03,7.628048431e-01,1.043473951e+00,4.815761527e-01,2.513208753e-01
-0.906582646,3.067970276e-03,2.082196452e+00,8.385641424e-01,4.835389606e-01,2.513740696e-01
-0.903514684,3.067910671e-03,2.215344648e+00,7.930519923e-01,4.856393336e-01,2.515460142e-01
-0.900446722,3.067970276e-03,1.747864932e+00,7.604754852e-01,4.855224345e-01,2.518230631e-01
-0.897378761,3.067970276e-03,1.118231871e+00,6.791845218e-01,4.876628926e-01,2.521164710e-01
-0.894310799,3.067970276e-03,6.230195566e-01,1.193483407e+00,4.882303930e-01,2.524692414e-01
-0.891242838,3.067970276e-03,5.559775984e-01,1.957672145e+00,4.901900976e-01,2.529665357e-01
-0.888174876,3.067970276e-03,7.296683818e-01,2.317719593e+00,4.903995706e-01,2.534344941e-01
-0.885106915,3.067970276e-03,1.951248041e+00,1.770369239e+00,4.918419799e-01,2.539982359e-01
-0.882038953,3.067910671e-03,1.978736412e+00,2.090129457e+00,4.933425253e-01,2.545268809e-01
-0.878970991,3.067970276e-03,2.638318430e+00,1.435280216e+00,4.946199193e-01,2.550745024e-01
-0.875903030,3.067970276e-03,2.493014506e+00,1.575437577e+00,4.958715545e-01,2.560654068e-01
-0.872835068,3.067970276e-03,1.988783425e+00,2.058311858e+00,4.956286623e-01,2.563800578e-01
-0.869767107,3.067970276e-03,1.258264569e+00,2.657937890e+00,4.954622972e-01,2.571354038e-01
-0.866699145,3.067970276e-03,8.862402187e-01,2.805552883e+00,4.958114334e-01,2.577646457e-01
-0.863631184,3.067970276e-03,9.286158548e-01,2.272850214e+00,5.002669962e-01,2.590299573e-01
-0.860563222,3.067910671e-03,1.799829130e+00,9.748482852e-01,5.042292229e-01,2.600511461e-01
-0.857495260,3.067970276e-03,1.732890517e+00,1.307178668e+00,5.028469131e-01,2.607289706e-01
-0.854427299,3.067970276e-03,2.627879582e+00,7.349327101e-01,5.029995104e-01,2.613052666e-01
-0.851359337,3.067970276e-03,2.626805710e+00,8.689995703e-01,5.022120148e-01,2.616584809e-01
-0.848291376,3.067970276e-03,2.151715968e+00,6.916280917e-01,5.011478774e-01,2.616058215e-01
-0.845223414,3.067970276e-03,1.355741700e+00,8.164622409e-01,5.022815830e-01,2.624836941e-01
-0.842155453,3.067910671e-03,8.574860855e-01,1.574990448e+00,5.012156829e-01,2.628098474e-01
-0.839087491,3.067970276e-03,7.369704627e-01,2.297978819e+00,5.000633696e-01,2.630900951e-01
-0.836019529,3.067970276e-03,1.231694643e+00,2.344520432e+00,4.985796962e-01,2.633675359e-01
-0.832951568,3.067970276e-03,2.290555672e+00,1.982869043e+00,4.964196158e-01,2.629325460e-01
-0.829883606,3.067970276e-03,2.891905469e+00,1.203934619e+00,4.950988602e-01,2.626190135e-01
-0.826815645,3.067970276e-03,2.685031199e+00,1.231109490e+00,4.941027571e-01,2.624229723e-01
-0.823747683,3.067970276e-03,2.078315246e+00,1.636437239e+00,4.919951672e-01,2.622368679e-01
-0.820679722,3.067910671e-03,1.262607423e+00,2.236184451e+00,4.868511493e-01,2.612265143e-01
-0.817611760,3.067970276e-03,8.495482561e-01,2.451870689e+00,4.885248219e-01,2.608828410e-01
-0.814543798,3.067970276e-03,8.628586184e-01,2.086025606e+00,4.859312589e-01,2.600495745e-01
-0.811475837,3.067970276e-03,1.708088991e+00,9.582183060e-01,4.847981261e-01,2.590736178e-01
-0.808407875,3.067970276e-03,1.716984207e+00,2.085527421e+00,4.819042502e-01,2.582300639e-01
-0.805339914,3.067970276e-03,2.657994785e+00,1.410917058e+00,4.796511850e-01,2.572504134e-01
-0.802271952,3.067970276e-03,2.689027649e+00,1.491386088e+00,4.776462338e-01,2.562576036e-01
-0.799203990,3.067910671e-03,2.244254635e+00,1.894267334e+00,4.728545705e-01,2.554207878e-01
-0.796136029,3.067970276e-03,1.497808913e+00,2.411699637e+00,4.695562696e-01,2.543721211e-01
-0.793068067,3.067970276e-03,1.040813206e+00,2.493971907e+00,4.659170174e-01,2.537434451e-01
-0.790000106,3.067970276e-03,9.972959066e-01,1.949210945e+00,4.626002483e-01,2.532831310e-01
-0.786932144,3.067970276e-03,1.765806425e+00,8.480081910e-01,4.598463261e-01,2.529343249e-01
-0.783864183,3.067970276e-03,1.224793434e+00,1.092800730e+00,2.884026982e-01,3.366747744e-01
-0.780796221,3.067970276e-03,2.705723103e+00,6.215245606e-01,2.953248678e-01,3.386147447e-01
